#,ID,NAME,EQUATION,EC-NUMBER,GENE ASSOCIATION,LOWER BOUND,UPPER BOUND,OBJECTIVE,COMPARTMENT,MIRIAM,SUBSYSTEM,REPLACEMENT ID,NOTE,REFERENCE,CONFIDENCE SCORE
,MAR03905,,ethanol[c] + NAD+[c] => acetaldehyde[c] + H+[c] + NADH[c],1.1.1.1;1.1.1.71,Adh1 or Adh4 or Adh5 or Adh6b or Adh7 or Adhfe1 or Zadh2,,,,,,Glycolysis / Gluconeogenesis,,,PMID:10868354;PMID:12491384;PMID:12818203;PMID:14674758;PMID:15289102;PMID:15299346;PMID:15327949;PMID:15682493;PMID:15713978,0
,MAR05757,,asparagine[s] + Na+[s] + tryptophan[c] => asparagine[c] + Na+[c] + tryptophan[s],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05758,,asparagine[s] + Na+[s] + phenylalanine[c] => asparagine[c] + Na+[c] + phenylalanine[s],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05759,,asparagine[s] + Na+[s] + tyrosine[c] => asparagine[c] + Na+[c] + tyrosine[s],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05760,,asparagine[s] + cysteine[c] + Na+[s] => asparagine[c] + cysteine[s] + Na+[c],,Slc1a5 or Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05761,,asparagine[s] + leucine[c] + Na+[s] => asparagine[c] + leucine[s] + Na+[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05762,,asparagine[s] + Na+[s] + proline[c] => asparagine[c] + Na+[c] + proline[s],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05763,,asparagine[s] + Na+[s] + valine[c] => asparagine[c] + Na+[c] + valine[s],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05764,,asparagine[s] + Na+[s] + threonine[c] => asparagine[c] + Na+[c] + threonine[s],,Slc1a5 or Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05765,,asparagine[s] + homoserine[c] + Na+[s] => asparagine[c] + homoserine[s] + Na+[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05766,,asparagine[s] + isoleucine[c] + Na+[s] => asparagine[c] + isoleucine[s] + Na+[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05767,,glycine[c] + Na+[s] + valine[s] => glycine[s] + Na+[c] + valine[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05768,,alanine[c] + Na+[s] + valine[s] => alanine[s] + Na+[c] + valine[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05769,,glutamine[c] + Na+[s] + valine[s] => glutamine[s] + Na+[c] + valine[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05770,,Na+[s] + serine[c] + valine[s] => Na+[c] + serine[s] + valine[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05771,,methionine[c] + Na+[s] + valine[s] => methionine[s] + Na+[c] + valine[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05772,,Na+[s] + tryptophan[c] + valine[s] => Na+[c] + tryptophan[s] + valine[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05773,,Na+[s] + phenylalanine[c] + valine[s] => Na+[c] + phenylalanine[s] + valine[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05774,,Na+[s] + tyrosine[c] + valine[s] => Na+[c] + tyrosine[s] + valine[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05775,,cysteine[c] + Na+[s] + valine[s] => cysteine[s] + Na+[c] + valine[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05776,,leucine[c] + Na+[s] + valine[s] => leucine[s] + Na+[c] + valine[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05777,,Na+[s] + proline[c] + valine[s] => Na+[c] + proline[s] + valine[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05778,,asparagine[c] + Na+[s] + valine[s] => asparagine[s] + Na+[c] + valine[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05779,,Na+[s] + threonine[c] + valine[s] => Na+[c] + threonine[s] + valine[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05780,,homoserine[c] + Na+[s] + valine[s] => homoserine[s] + Na+[c] + valine[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05781,,isoleucine[c] + Na+[s] + valine[s] => isoleucine[s] + Na+[c] + valine[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05782,,glycine[c] + Na+[s] + threonine[s] => glycine[s] + Na+[c] + threonine[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05783,,alanine[c] + Na+[s] + threonine[s] => alanine[s] + Na+[c] + threonine[c],,Slc1a4 or Slc1a5 or Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05784,,glutamine[c] + Na+[s] + threonine[s] => glutamine[s] + Na+[c] + threonine[c],,Slc1a5 or Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05785,,Na+[s] + serine[c] + threonine[s] => Na+[c] + serine[s] + threonine[c],,Slc1a4 or Slc1a5 or Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05786,,methionine[c] + Na+[s] + threonine[s] => methionine[s] + Na+[c] + threonine[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05787,,Na+[s] + threonine[s] + tryptophan[c] => Na+[c] + threonine[c] + tryptophan[s],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05788,,Na+[s] + phenylalanine[c] + threonine[s] => Na+[c] + phenylalanine[s] + threonine[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05789,,Na+[s] + threonine[s] + tyrosine[c] => Na+[c] + threonine[c] + tyrosine[s],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05790,,cysteine[c] + Na+[s] + threonine[s] => cysteine[s] + Na+[c] + threonine[c],,Slc1a4 or Slc1a5 or Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05791,,leucine[c] + Na+[s] + threonine[s] => leucine[s] + Na+[c] + threonine[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05792,,Na+[s] + proline[c] + threonine[s] => Na+[c] + proline[s] + threonine[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05793,,asparagine[c] + Na+[s] + threonine[s] => asparagine[s] + Na+[c] + threonine[c],,Slc1a5 or Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05794,,Na+[s] + threonine[s] + valine[c] => Na+[c] + threonine[c] + valine[s],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05795,,homoserine[c] + Na+[s] + threonine[s] => homoserine[s] + Na+[c] + threonine[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05796,,isoleucine[c] + Na+[s] + threonine[s] => isoleucine[s] + Na+[c] + threonine[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05797,,glycine[c] + homoserine[s] + Na+[s] => glycine[s] + homoserine[c] + Na+[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05798,,alanine[c] + homoserine[s] + Na+[s] => alanine[s] + homoserine[c] + Na+[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05799,,glutamine[c] + homoserine[s] + Na+[s] => glutamine[s] + homoserine[c] + Na+[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05800,,homoserine[s] + Na+[s] + serine[c] => homoserine[c] + Na+[c] + serine[s],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05801,,homoserine[s] + methionine[c] + Na+[s] => homoserine[c] + methionine[s] + Na+[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05802,,homoserine[s] + Na+[s] + tryptophan[c] => homoserine[c] + Na+[c] + tryptophan[s],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05803,,homoserine[s] + Na+[s] + phenylalanine[c] => homoserine[c] + Na+[c] + phenylalanine[s],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05804,,homoserine[s] + Na+[s] + tyrosine[c] => homoserine[c] + Na+[c] + tyrosine[s],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05805,,cysteine[c] + homoserine[s] + Na+[s] => cysteine[s] + homoserine[c] + Na+[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05806,,homoserine[s] + leucine[c] + Na+[s] => homoserine[c] + leucine[s] + Na+[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05807,,homoserine[s] + Na+[s] + proline[c] => homoserine[c] + Na+[c] + proline[s],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05808,,asparagine[c] + homoserine[s] + Na+[s] => asparagine[s] + homoserine[c] + Na+[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05809,,homoserine[s] + Na+[s] + valine[c] => homoserine[c] + Na+[c] + valine[s],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05810,,homoserine[s] + Na+[s] + threonine[c] => homoserine[c] + Na+[c] + threonine[s],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05811,,homoserine[s] + isoleucine[c] + Na+[s] => homoserine[c] + isoleucine[s] + Na+[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05812,,glycine[c] + isoleucine[s] + Na+[s] => glycine[s] + isoleucine[c] + Na+[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05813,,alanine[c] + isoleucine[s] + Na+[s] => alanine[s] + isoleucine[c] + Na+[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05814,,glutamine[c] + isoleucine[s] + Na+[s] => glutamine[s] + isoleucine[c] + Na+[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05815,,isoleucine[s] + Na+[s] + serine[c] => isoleucine[c] + Na+[c] + serine[s],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05816,,isoleucine[s] + methionine[c] + Na+[s] => isoleucine[c] + methionine[s] + Na+[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05817,,isoleucine[s] + Na+[s] + tryptophan[c] => isoleucine[c] + Na+[c] + tryptophan[s],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05818,,isoleucine[s] + Na+[s] + phenylalanine[c] => isoleucine[c] + Na+[c] + phenylalanine[s],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05819,,isoleucine[s] + Na+[s] + tyrosine[c] => isoleucine[c] + Na+[c] + tyrosine[s],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05820,,cysteine[c] + isoleucine[s] + Na+[s] => cysteine[s] + isoleucine[c] + Na+[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05821,,isoleucine[s] + leucine[c] + Na+[s] => isoleucine[c] + leucine[s] + Na+[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05822,,isoleucine[s] + Na+[s] + proline[c] => isoleucine[c] + Na+[c] + proline[s],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05823,,asparagine[c] + isoleucine[s] + Na+[s] => asparagine[s] + isoleucine[c] + Na+[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05824,,isoleucine[s] + Na+[s] + valine[c] => isoleucine[c] + Na+[c] + valine[s],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05825,,isoleucine[s] + Na+[s] + threonine[c] => isoleucine[c] + Na+[c] + threonine[s],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05826,,homoserine[c] + isoleucine[s] + Na+[s] => homoserine[s] + isoleucine[c] + Na+[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05827,,glycine[s] + lysine[c] + Na+[s] => glycine[c] + lysine[s] + Na+[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05828,,arginine[c] + glycine[s] + Na+[s] => arginine[s] + glycine[c] + Na+[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05829,,glycine[s] + Na+[s] + ornithine[c] => glycine[c] + Na+[c] + ornithine[s],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05830,,glycine[s] + histidine[c] + Na+[s] => glycine[c] + histidine[s] + Na+[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05831,,citrulline[c] + glycine[s] + Na+[s] => citrulline[s] + glycine[c] + Na+[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05832,,alanine[s] + lysine[c] + Na+[s] => alanine[c] + lysine[s] + Na+[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05833,,alanine[s] + arginine[c] + Na+[s] => alanine[c] + arginine[s] + Na+[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05834,,alanine[s] + Na+[s] + ornithine[c] => alanine[c] + Na+[c] + ornithine[s],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05835,,alanine[s] + histidine[c] + Na+[s] => alanine[c] + histidine[s] + Na+[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05836,,alanine[s] + citrulline[c] + Na+[s] => alanine[c] + citrulline[s] + Na+[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05837,,glutamine[s] + lysine[c] + Na+[s] => glutamine[c] + lysine[s] + Na+[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05838,,arginine[c] + glutamine[s] + Na+[s] => arginine[s] + glutamine[c] + Na+[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05839,,glutamine[s] + Na+[s] + ornithine[c] => glutamine[c] + Na+[c] + ornithine[s],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05840,,glutamine[s] + histidine[c] + Na+[s] => glutamine[c] + histidine[s] + Na+[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05841,,citrulline[c] + glutamine[s] + Na+[s] => citrulline[s] + glutamine[c] + Na+[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05842,,lysine[c] + Na+[s] + serine[s] => lysine[s] + Na+[c] + serine[c],,Slc3a1 or Slc7a6 or Slc7a7,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05843,,arginine[c] + Na+[s] + serine[s] => arginine[s] + Na+[c] + serine[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05844,,Na+[s] + ornithine[c] + serine[s] => Na+[c] + ornithine[s] + serine[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05845,,histidine[c] + Na+[s] + serine[s] => histidine[s] + Na+[c] + serine[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05846,,citrulline[c] + Na+[s] + serine[s] => citrulline[s] + Na+[c] + serine[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05847,,lysine[c] + methionine[s] + Na+[s] => lysine[s] + methionine[c] + Na+[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05848,,arginine[c] + methionine[s] + Na+[s] => arginine[s] + methionine[c] + Na+[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05849,,methionine[s] + Na+[s] + ornithine[c] => methionine[c] + Na+[c] + ornithine[s],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05850,,histidine[c] + methionine[s] + Na+[s] => histidine[s] + methionine[c] + Na+[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05851,,citrulline[c] + methionine[s] + Na+[s] => citrulline[s] + methionine[c] + Na+[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05852,,lysine[c] + Na+[s] + tryptophan[s] => lysine[s] + Na+[c] + tryptophan[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05853,,arginine[c] + Na+[s] + tryptophan[s] => arginine[s] + Na+[c] + tryptophan[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05854,,Na+[s] + ornithine[c] + tryptophan[s] => Na+[c] + ornithine[s] + tryptophan[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05855,,histidine[c] + Na+[s] + tryptophan[s] => histidine[s] + Na+[c] + tryptophan[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05856,,citrulline[c] + Na+[s] + tryptophan[s] => citrulline[s] + Na+[c] + tryptophan[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05857,,lysine[c] + Na+[s] + phenylalanine[s] => lysine[s] + Na+[c] + phenylalanine[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05858,,arginine[c] + Na+[s] + phenylalanine[s] => arginine[s] + Na+[c] + phenylalanine[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05859,,Na+[s] + ornithine[c] + phenylalanine[s] => Na+[c] + ornithine[s] + phenylalanine[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05860,,histidine[c] + Na+[s] + phenylalanine[s] => histidine[s] + Na+[c] + phenylalanine[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05861,,citrulline[c] + Na+[s] + phenylalanine[s] => citrulline[s] + Na+[c] + phenylalanine[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05862,,lysine[c] + Na+[s] + tyrosine[s] => lysine[s] + Na+[c] + tyrosine[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05863,,arginine[c] + Na+[s] + tyrosine[s] => arginine[s] + Na+[c] + tyrosine[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05864,,Na+[s] + ornithine[c] + tyrosine[s] => Na+[c] + ornithine[s] + tyrosine[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05865,,histidine[c] + Na+[s] + tyrosine[s] => histidine[s] + Na+[c] + tyrosine[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05866,,citrulline[c] + Na+[s] + tyrosine[s] => citrulline[s] + Na+[c] + tyrosine[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05867,,cysteine[s] + lysine[c] + Na+[s] => cysteine[c] + lysine[s] + Na+[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05868,,arginine[c] + cysteine[s] + Na+[s] => arginine[s] + cysteine[c] + Na+[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05869,,cysteine[s] + Na+[s] + ornithine[c] => cysteine[c] + Na+[c] + ornithine[s],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05870,,cysteine[s] + histidine[c] + Na+[s] => cysteine[c] + histidine[s] + Na+[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05871,,citrulline[c] + cysteine[s] + Na+[s] => citrulline[s] + cysteine[c] + Na+[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05872,,leucine[s] + lysine[c] + Na+[s] => leucine[c] + lysine[s] + Na+[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05873,,arginine[c] + leucine[s] + Na+[s] => arginine[s] + leucine[c] + Na+[c],,Slc3a2 or Slc7a6 or Slc7a7,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05874,,leucine[s] + Na+[s] + ornithine[c] => leucine[c] + Na+[c] + ornithine[s],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05875,,histidine[c] + leucine[s] + Na+[s] => histidine[s] + leucine[c] + Na+[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05876,,citrulline[c] + leucine[s] + Na+[s] => citrulline[s] + leucine[c] + Na+[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05877,,lysine[c] + Na+[s] + proline[s] => lysine[s] + Na+[c] + proline[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05878,,arginine[c] + Na+[s] + proline[s] => arginine[s] + Na+[c] + proline[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05879,,Na+[s] + ornithine[c] + proline[s] => Na+[c] + ornithine[s] + proline[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05880,,histidine[c] + Na+[s] + proline[s] => histidine[s] + Na+[c] + proline[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05881,,citrulline[c] + Na+[s] + proline[s] => citrulline[s] + Na+[c] + proline[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05882,,asparagine[s] + lysine[c] + Na+[s] => asparagine[c] + lysine[s] + Na+[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05883,,arginine[c] + asparagine[s] + Na+[s] => arginine[s] + asparagine[c] + Na+[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05884,,asparagine[s] + Na+[s] + ornithine[c] => asparagine[c] + Na+[c] + ornithine[s],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05885,,asparagine[s] + histidine[c] + Na+[s] => asparagine[c] + histidine[s] + Na+[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05886,,asparagine[s] + citrulline[c] + Na+[s] => asparagine[c] + citrulline[s] + Na+[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05887,,lysine[c] + Na+[s] + valine[s] => lysine[s] + Na+[c] + valine[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05888,,arginine[c] + Na+[s] + valine[s] => arginine[s] + Na+[c] + valine[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05889,,Na+[s] + ornithine[c] + valine[s] => Na+[c] + ornithine[s] + valine[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05890,,histidine[c] + Na+[s] + valine[s] => histidine[s] + Na+[c] + valine[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05891,,citrulline[c] + Na+[s] + valine[s] => citrulline[s] + Na+[c] + valine[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05892,,lysine[c] + Na+[s] + threonine[s] => lysine[s] + Na+[c] + threonine[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05893,,arginine[c] + Na+[s] + threonine[s] => arginine[s] + Na+[c] + threonine[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05894,,Na+[s] + ornithine[c] + threonine[s] => Na+[c] + ornithine[s] + threonine[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05895,,histidine[c] + Na+[s] + threonine[s] => histidine[s] + Na+[c] + threonine[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05896,,citrulline[c] + Na+[s] + threonine[s] => citrulline[s] + Na+[c] + threonine[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05897,,homoserine[s] + lysine[c] + Na+[s] => homoserine[c] + lysine[s] + Na+[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05898,,arginine[c] + homoserine[s] + Na+[s] => arginine[s] + homoserine[c] + Na+[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05899,,homoserine[s] + Na+[s] + ornithine[c] => homoserine[c] + Na+[c] + ornithine[s],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05900,,histidine[c] + homoserine[s] + Na+[s] => histidine[s] + homoserine[c] + Na+[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05901,,citrulline[c] + homoserine[s] + Na+[s] => citrulline[s] + homoserine[c] + Na+[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05902,,isoleucine[s] + lysine[c] + Na+[s] => isoleucine[c] + lysine[s] + Na+[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05903,,arginine[c] + isoleucine[s] + Na+[s] => arginine[s] + isoleucine[c] + Na+[c],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
,MAR05904,,isoleucine[s] + Na+[s] + ornithine[c] => isoleucine[c] + Na+[c] + ornithine[s],,Slc7a6,,,,,,Transport reactions,,,PMID:14770309;PMID:14770310,0
